"Informazioni cronologiche","Qual è la tua età?","In che regione vivi?","In che zona abiti?","Con quale genere ti identifichi?","Da quanti componenti è formato il tuo nucleo familiare?","Qual è la tua professione?","Consumi prodotti ittici?","Per quale motivo non consumi prodotti ittici?","Quanto spesso consumi prodotti ittici?","Che tipo di prodotti ittici consumi più frequentemente in casa?","Quanto tempo dedichi mediamente alla preparazione dei pasti durante la giornata?","Solitamente ti occupi tu della spesa nella tua famiglia?","Dove acquisti più spesso i tuoi prodotti ittici? (Puoi selezionare più opzioni) ","Quanto saresti disposto a spendere per un prodotto ittico di alta qualità (es. burger di pesce gourmet)?","Quali di questi prodotti surgelati consumeresti? (Puoi selezionare più opzioni) ","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [La freschezza del prodotto acquistato]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [La provenienza della materia prima]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [La velocità di preparazione]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [La semplicità di preparazione]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [Il bilancio nutrizionale del prodotto]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [La presenza di prodotti nuovi/innovativi]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [Che il prodotto sia al naturale/poco lavorato]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [Il prezzo]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche? [La presenza di prodotti monoporzione]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche in termini di sostenibilità? [La provenienza da fonti sostenibili degli ingredienti (es. pesca certificata)]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche in termini di sostenibilità? [Il basso impatto ambientale della produzione]","Da 1 a 5, quanto sono importanti per te le seguenti caratteristiche in termini di sostenibilità? [Il packaging eco-sostenibile ]"
"2024/11/25 2:24:11 PM CET","46-60 anni","Puglia","Centro città","Donna","2-3","Lavoratore","Si","","Una o due volte al mese","Pesce surgelato","30-60 minuti","Sempre/Quasi sempre","Negozi specializzati (es. pescherie);Mercati locali","8-10€","Condimenti per pasta o riso;Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante","5 - Molto importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante"
"2024/11/25 2:27:04 PM CET","18-25 anni","Puglia","Centro città","Donna","2-3","Lavoratore","Si","","Una o due volte al mese","Pesce surgelato","15-30 minuti","A volte","Supermercato","5-8€","Burger di pesce;Prodotti gratinati;Filetto (o altro taglio) di pesce al naturale","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","2 - Poco importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","2 - Poco importante","3 - Mediamente importante","3 - Mediamente importante"
"2024/11/25 2:29:41 PM CET","60-70 anni","Puglia","Centro città","Donna","4+","Lavoratore","Si","","Una o due volte al mese","Pesce fresco","30-60 minuti","Sempre/Quasi sempre","Negozi specializzati (es. pescherie);Mercati locali","Più di 10 euro per pesce fresco","Prodotti gratinati","5 - Molto importante","5 - Molto importante","2 - Poco importante","3 - Mediamente importante","1 - Non mi interessa","1 - Non mi interessa","5 - Molto importante","3 - Mediamente importante","1 - Non mi interessa","4 - Abbastanza importante","2 - Poco importante","2 - Poco importante"
"2024/11/25 2:30:13 PM CET","46-60 anni","Lombardia","Periferia città","Donna","2-3","Disoccupato","Si","","Una o due volte al mese","Pesce fresco","30-60 minuti","Sempre/Quasi sempre","Supermercato","Non lo comprerei","Prodotti gratinati;Insalata di mare;Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","1 - Non mi interessa","4 - Abbastanza importante","3 - Mediamente importante","1 - Non mi interessa","4 - Abbastanza importante","3 - Mediamente importante","4 - Abbastanza importante"
"2024/11/25 2:33:05 PM CET","18-25 anni","Puglia","Centro città","Donna","4+","Studente","Si","","Una o due volte al mese","Pesce fresco","15-30 minuti","A volte","Negozi specializzati (es. pescherie)","5-8€","Filetto (o altro taglio) di pesce al naturale","1 - Non mi interessa","1 - Non mi interessa","4 - Abbastanza importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","2 - Poco importante","3 - Mediamente importante","5 - Molto importante"
"2024/11/25 2:34:27 PM CET","18-25 anni","Lombardia","Periferia città","Uomo","2-3","Studente","Si","","Una volta a settimana","Piatti pronti a base di pesce (es. burger, mix, tartare)","15-30 minuti","A volte","Supermercato","Più di 10€","Tartare pronte;Insalata di mare;Condimenti per pasta o riso;Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","1 - Non mi interessa","3 - Mediamente importante","4 - Abbastanza importante","4 - Abbastanza importante","3 - Mediamente importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","1 - Non mi interessa","1 - Non mi interessa","1 - Non mi interessa"
"2024/11/25 2:34:44 PM CET","26-35 anni","Lombardia","Periferia città","Altro","4+","Lavoratore","Si","","Una o due volte al mese","Pesce fresco","Meno di 15 minuti","A volte","Supermercato;Mercati locali","5-8€","Tartare pronte;Condimenti per pasta o riso;Spiedini di gamberi o molluschi","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante","4 - Abbastanza importante","5 - Molto importante","3 - Mediamente importante","4 - Abbastanza importante","5 - Molto importante","3 - Mediamente importante","5 - Molto importante","5 - Molto importante","5 - Molto importante"
"2024/11/25 2:36:48 PM CET","26-35 anni","Lombardia","Periferia città","Uomo","2-3","Studente","Si","","Più volte a settimana","Pesce surgelato","15-30 minuti","A volte","Supermercato","Non lo comprerei","Burger di pesce;Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale","3 - Mediamente importante","2 - Poco importante","3 - Mediamente importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","1 - Non mi interessa","5 - Molto importante","3 - Mediamente importante","2 - Poco importante","2 - Poco importante","2 - Poco importante"
"2024/11/25 2:38:13 PM CET","46-60 anni","Puglia","Periferia città","Donna","1","Lavoratore","Si","","Più volte a settimana","Pesce fresco","30-60 minuti","Sempre/Quasi sempre","Negozi specializzati (es. pescherie)","8-10€","Filetto (o altro taglio) di pesce al naturale","3 - Mediamente importante","3 - Mediamente importante","2 - Poco importante","2 - Poco importante","3 - Mediamente importante","2 - Poco importante","3 - Mediamente importante","3 - Mediamente importante","2 - Poco importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante"
"2024/11/25 2:39:15 PM CET","18-25 anni","Lombardia","Esterno (es. campagna/costiera/montagna...)","Donna","4+","Lavoratore","Si","","Una volta a settimana","Pesce surgelato","Meno di 15 minuti","Raramente/Mai","Supermercato","Più di 10€","Burger di pesce;Insalata di mare;Condimenti per pasta o riso;Spiedini di gamberi o molluschi","4 - Abbastanza importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","4 - Abbastanza importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante"
"2024/11/25 2:40:58 PM CET","18-25 anni","Lombardia","Periferia città","Donna","2-3","Studente","Si","","Una volta a settimana","Pesce surgelato","30-60 minuti","Raramente/Mai","Supermercato;Amico pescatore ","5-8€","Burger di pesce;Prodotti gratinati;Filetto (o altro taglio) di pesce al naturale","4 - Abbastanza importante","5 - Molto importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","2 - Poco importante","3 - Mediamente importante","3 - Mediamente importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante","5 - Molto importante"
"2024/11/25 2:42:06 PM CET","18-25 anni","Lombardia","Periferia città","Donna","2-3","Lavoratore","Si","","Una o due volte al mese","Piatti pronti a base di pesce (es. burger, mix, tartare)","15-30 minuti","Sempre/Quasi sempre","Supermercato","5-8€","Burger di pesce;Prodotti gratinati;Condimenti per pasta o riso;Spiedini di gamberi o molluschi","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","2 - Poco importante","3 - Mediamente importante","2 - Poco importante","2 - Poco importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","2 - Poco importante","2 - Poco importante"
"2024/11/25 2:43:57 PM CET","60-70 anni","Puglia","Periferia città","Donna","2-3","Lavoratore","Si","","Più volte a settimana","Pesce surgelato","30-60 minuti","Sempre/Quasi sempre","Supermercato","Non lo comprerei","Prodotti gratinati;Filetto (o altro taglio) di pesce al naturale","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","3 - Mediamente importante","4 - Abbastanza importante","3 - Mediamente importante","3 - Mediamente importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante"
"2024/11/25 2:44:40 PM CET","18-25 anni","Sardegna","Esterno (es. campagna/costiera/montagna...)","Uomo","4+","Studente","Si","","Più volte a settimana","Pesce fresco","30-60 minuti","Raramente/Mai","Supermercato;Negozi specializzati (es. pescherie)","Più di 10€","Burger di pesce;Prodotti gratinati","5 - Molto importante","5 - Molto importante","3 - Mediamente importante","3 - Mediamente importante","2 - Poco importante","2 - Poco importante","5 - Molto importante","3 - Mediamente importante","1 - Non mi interessa","4 - Abbastanza importante","4 - Abbastanza importante","5 - Molto importante"
"2024/11/25 2:47:18 PM CET","18-25 anni","Veneto","Centro città","Donna","1","Studente","Si","","Una volta a settimana","Pesce surgelato","30-60 minuti","Sempre/Quasi sempre","Supermercato","Meno di 5€","Tartare pronte;Burger di pesce;Insalata di mare;Spiedini di gamberi o molluschi","2 - Poco importante","1 - Non mi interessa","4 - Abbastanza importante","4 - Abbastanza importante","5 - Molto importante","3 - Mediamente importante","2 - Poco importante","5 - Molto importante","5 - Molto importante","3 - Mediamente importante","5 - Molto importante","5 - Molto importante"
"2024/11/25 2:48:51 PM CET","60-70 anni","Puglia","Periferia città","Donna","1","Pensionato","Si","","Una volta a settimana","Pesce fresco","15-30 minuti","A volte","Mercati locali","Non lo comprerei","Prodotti gratinati","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante","5 - Molto importante"
"2024/11/25 2:49:40 PM CET","18-25 anni","Lombardia","Esterno (es. campagna/costiera/montagna...)","Donna","4+","Studente","No","Abitudine","","","","","","","","","","","","","","","","","","",""
"2024/11/25 2:52:13 PM CET","46-60 anni","Puglia","Centro città","Donna","2-3","Lavoratore","Si","","Più volte a settimana","Pesce surgelato","30-60 minuti","Sempre/Quasi sempre","Supermercato;Negozi specializzati (es. pescherie)","Più di 10€","Filetto (o altro taglio) di pesce al naturale","2 - Poco importante","2 - Poco importante","1 - Non mi interessa","1 - Non mi interessa","2 - Poco importante","1 - Non mi interessa","2 - Poco importante","2 - Poco importante","1 - Non mi interessa","5 - Molto importante","5 - Molto importante","5 - Molto importante"
"2024/11/25 2:54:29 PM CET","18-25 anni","Lombardia","Periferia città","Uomo","4+","Studente","Si","","Più volte a settimana","Pesce fresco","Più di 60 minuti","Raramente/Mai","Supermercato","se surgelato non comprerei","Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","4 - Abbastanza importante","1 - Non mi interessa","1 - Non mi interessa","1 - Non mi interessa","1 - Non mi interessa","4 - Abbastanza importante","2 - Poco importante","1 - Non mi interessa","1 - Non mi interessa","1 - Non mi interessa","1 - Non mi interessa"
"2024/11/25 2:58:14 PM CET","18-25 anni","Lombardia","Esterno (es. campagna/costiera/montagna...)","Donna","4+","Studente","Si","","Una o due volte al mese","Pesce surgelato","Più di 60 minuti","Raramente/Mai","Supermercato;Negozi specializzati (es. pescherie)","Più di 10€","Condimenti per pasta o riso;Filetto (o altro taglio) di pesce al naturale","3 - Mediamente importante","3 - Mediamente importante","2 - Poco importante","2 - Poco importante","3 - Mediamente importante","2 - Poco importante","3 - Mediamente importante","2 - Poco importante","2 - Poco importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante"
"2024/11/25 2:59:48 PM CET","18-25 anni","Puglia","Periferia città","Uomo","4+","Studente","Si","","Una volta a settimana","Pesce fresco","Meno di 15 minuti","Sempre/Quasi sempre","Supermercato","Più di 10€","Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale","3 - Mediamente importante","4 - Abbastanza importante","3 - Mediamente importante","4 - Abbastanza importante","2 - Poco importante","2 - Poco importante","5 - Molto importante","4 - Abbastanza importante","1 - Non mi interessa","5 - Molto importante","5 - Molto importante","5 - Molto importante"
"2024/11/25 3:08:10 PM CET","18-25 anni","Lazio","Centro città","Donna","2-3","Lavoratore","Si","","Una o due volte al mese","Pesce fresco","15-30 minuti","Sempre/Quasi sempre","Supermercato;Negozi specializzati (es. pescherie)","5-8€","Tartare pronte;Burger di pesce;Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","4 - Abbastanza importante","4 - Abbastanza importante","3 - Mediamente importante","5 - Molto importante","3 - Mediamente importante","4 - Abbastanza importante","5 - Molto importante","2 - Poco importante","5 - Molto importante","5 - Molto importante","5 - Molto importante"
"2024/11/25 3:08:33 PM CET","18-25 anni","Lombardia","Esterno (es. campagna/costiera/montagna...)","Uomo","4+","Studente","Si","","Più volte a settimana","Pesce surgelato","Meno di 15 minuti","Raramente/Mai","Supermercato","8-10€","Tartare pronte;Burger di pesce;Prodotti gratinati;Insalata di mare;Condimenti per pasta o riso;Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale","4 - Abbastanza importante","4 - Abbastanza importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","2 - Poco importante","4 - Abbastanza importante","3 - Mediamente importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante","4 - Abbastanza importante"
"2024/11/25 3:12:29 PM CET","18-25 anni","Puglia","Centro città","Donna","2-3","Lavoratore","Si","","Una o due volte al mese","Pesce fresco","30-60 minuti","A volte","Supermercato;Mercati locali","Non lo comprerei","Prodotti gratinati;Insalata di mare;Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale","4 - Abbastanza importante","3 - Mediamente importante","2 - Poco importante","2 - Poco importante","4 - Abbastanza importante","3 - Mediamente importante","3 - Mediamente importante","4 - Abbastanza importante","1 - Non mi interessa","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante"
"2024/11/25 3:12:30 PM CET","26-35 anni","Lombardia","Periferia città","Donna","4+","Lavoratore","Si","","Una volta a settimana","Pesce surgelato","15-30 minuti","Raramente/Mai","Supermercato","Non lo comprerei","Burger di pesce;Prodotti gratinati;Condimenti per pasta o riso;Filetto (o altro taglio) di pesce al naturale","4 - Abbastanza importante","3 - Mediamente importante","1 - Non mi interessa","3 - Mediamente importante","3 - Mediamente importante","1 - Non mi interessa","3 - Mediamente importante","5 - Molto importante","1 - Non mi interessa","1 - Non mi interessa","1 - Non mi interessa","1 - Non mi interessa"
"2024/11/25 3:19:13 PM CET","18-25 anni","Puglia","Periferia città","Donna","2-3","Lavoratore","Si","","Una volta a settimana","Pesce fresco","15-30 minuti","A volte","Supermercato","Più di 10€","Condimenti per pasta o riso;Spiedini di gamberi o molluschi;Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","5 - Molto importante","4 - Abbastanza importante"
"2024/11/25 3:19:15 PM CET","18-25 anni","Lombardia","Periferia città","Uomo","2-3","Studente","Si","","Una volta a settimana","Pesce surgelato","15-30 minuti","Raramente/Mai","Supermercato;Mercati locali","8-10€","Burger di pesce;Prodotti gratinati;Insalata di mare;Filetto (o altro taglio) di pesce al naturale","2 - Poco importante","2 - Poco importante","3 - Mediamente importante","3 - Mediamente importante","3 - Mediamente importante","2 - Poco importante","3 - Mediamente importante","3 - Mediamente importante","2 - Poco importante","3 - Mediamente importante","3 - Mediamente importante","2 - Poco importante"
"2024/11/25 3:26:17 PM CET","26-35 anni","Lombardia","Centro città","Uomo","1","Lavoratore","Si","","Una o due volte al mese","Pesce fresco","30-60 minuti","Sempre/Quasi sempre","Supermercato;Negozi specializzati (es. pescherie);Mercati locali","Non lo comprerei","Filetto (o altro taglio) di pesce al naturale","5 - Molto importante","5 - Molto importante","2 - Poco importante","2 - Poco importante","4 - Abbastanza importante","3 - Mediamente importante","5 - Molto importante","4 - Abbastanza importante","1 - Non mi interessa","4 - Abbastanza importante","3 - Mediamente importante","3 - Mediamente importante"
